function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.raw_ops.UniqueV2,"['x', 'axis', 'out_idx', 'name']","['tensor', 'tensor', 'defaults', 'name']","[False, False, True, True]",tensor,605
tf.raw_ops.UnicodeTranscode,"['input', 'input_encoding', 'output_encoding', 'errors', 'replacement_char', 'replace_control_characters', 'name']","['tensor', 'string', 'string', 'string', 'int', 'bool', 'name']","[False, False, False, True, True, True, True]",tensor,955
tf.raw_ops.RangeDataset,"['start', 'stop', 'step', 'output_types', 'output_shapes', 'metadata', 'replicate_on_split', 'name']","['tensor', 'tensor', 'tensor', 'tf.dtypes', 'ints', 'string', 'bool', 'name']","[False, False, False, False, False, True, True, True]",tensor,271
tf.raw_ops.InfeedEnqueue,"['input', 'shape', 'layout', 'device_ordinal', 'name']","['tensor', 'tensor', 'ints', 'int', 'name']","[False, True, True, True, True]",operation,258
tf.raw_ops.LoadTPUEmbeddingMomentumParameters,"['parameters', 'momenta', 'num_shards', 'shard_id', 'table_id', 'table_name', 'config', 'name']","['tensor', 'tensor', 'int', 'int', 'int', 'string', 'string', 'name']","[False, False, False, False, True, True, True, True]",operation,255
tf.raw_ops.SampleDistortedBoundingBox,"['image_size', 'bounding_boxes', 'seed', 'seed2', 'min_object_covered', 'aspect_ratio_range', 'area_range', 'max_attempts', 'use_image_if_no_bounding_boxes', 'name']","['tensor', 'tensor', 'int', 'int', 'float', 'floats', 'floats', 'int', 'bool', 'name']","[False, False, True, True, True, True, True, True, True, True]",tensor,931
tf.raw_ops.MergeSummary,"['inputs', 'name']","['tensor', 'name']","[False, True]",tensor,155
tf.raw_ops.AssignSub,"['ref', 'value', 'use_locking', 'name']","['tensor', 'tensor', 'bool', 'name']","[False, False, True, True]",tensor,300
tf.raw_ops.AvgPool3DGrad,"['orig_input_shape', 'grad', 'ksize', 'strides', 'padding', 'data_format', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'string', 'string', 'name']","[False, False, False, False, False, True, True]",tensor,403
tf.raw_ops.TPUPartitionedCall,"['args', 'device_ordinal', 'Tout', 'f', 'autotuner_thresh', 'name']","['tensor', 'tensor', 'tf.dtypes', 'defun', 'int', 'name']","[False, False, False, False, True, True]",tensor,194
tf.raw_ops.Pow,"['x', 'y', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,265
tf.raw_ops.BoostedTreesTrainingPredict,"['tree_ensemble_handle', 'cached_tree_ids', 'cached_node_ids', 'bucketized_features', 'logits_dimension', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'int', 'name']","[False, False, False, False, False, True]",tensor,306
tf.raw_ops.ConfigureDistributedTPU,"['embedding_config', 'tpu_embedding_config', 'is_global_init', 'enable_whole_mesh_compilations', 'compilation_failure_closes_chips', 'tpu_cancellation_closes_chips', 'name']","['string', 'tensor', 'bool', 'bool', 'bool', 'int', 'name']","[True, True, True, True, True, True, True]",tensor,235
tf.raw_ops.LoadTPUEmbeddingAdagradMomentumParameters,"['parameters', 'accumulators', 'momenta', 'num_shards', 'shard_id', 'table_id', 'table_name', 'config', 'name']","['tensor', 'tensor', 'tensor', 'int', 'int', 'int', 'string', 'string', 'name']","[False, False, False, False, False, True, True, True, True]",operation,285
tf.raw_ops.DeleteIterator,"['handle', 'deleter', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",operation,118
tf.raw_ops.FractionalMaxPool,"['value', 'pooling_ratio', 'pseudo_random', 'overlapping', 'deterministic', 'seed', 'seed2', 'name']","['tensor', 'floats', 'bool', 'bool', 'bool', 'int', 'int', 'name']","[False, False, True, True, True, True, True, True]",tensor,876
tf.raw_ops.Atanh,"['x', 'name']","['tensor', 'name']","[False, True]",tensor,275
tf.raw_ops.DeleteRandomSeedGenerator,"['handle', 'deleter', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",operation,90
tf.raw_ops.EnqueueTPUEmbeddingIntegerBatch,"['batch', 'mode_override', 'device_ordinal', 'name']","['tensor', 'tensor', 'int', 'name']","[False, False, True, True]",operation,246
tf.raw_ops.DeserializeSparse,"['serialized_sparse', 'dtype', 'name']","['tensor', 'dtype', 'name']","[False, False, True]",tensor,458
tf.raw_ops.OptionalFromValue,"['components', 'name']","['tensor', 'name']","[False, True]",tensor,101
tf.raw_ops.RaggedTensorToVariant,"['rt_nested_splits', 'rt_dense_values', 'batched_input', 'name']","['tensor', 'tensor', 'bool', 'name']","[False, False, False, True]",tensor,298
tf.raw_ops.InterleaveDataset,"['input_dataset', 'other_arguments', 'cycle_length', 'block_length', 'f', 'output_types', 'output_shapes', 'metadata', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'input_dataset', 'tf.dtypes', 'ints', 'string', 'name']","[False, False, False, False, False, False, False, True, True]",tensor,311
tf.raw_ops.SerializeTensor,"['tensor', 'name']","['tensor', 'name']","[False, True]",tensor,104
tf.raw_ops.ResourceScatterNdUpdate,"['ref', 'indices', 'updates', 'use_locking', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'name']","[False, False, False, True, True]",operation,551
tf.raw_ops.TensorMapStackKeys,"['input_handle', 'key_dtype', 'name']","['tensor', 'tf.dtype', 'name']","[False, False, True]",tensor,133
tf.raw_ops.ExperimentalSetStatsAggregatorDataset,"['input_dataset', 'stats_aggregator', 'tag', 'counter_prefix', 'output_types', 'output_shapes', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tf.dtypes', 'ints', 'name']","[False, False, False, False, False, False, True]",tensor,179
tf.raw_ops.IsVariableInitialized,"['ref', 'name']","['tensor', 'name']","[False, True]",tensor,119
tf.raw_ops.ExperimentalSlidingWindowDataset,"['input_dataset', 'window_size', 'window_shift', 'window_stride', 'output_types', 'output_shapes', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tf.dtypes', 'ints', 'name']","[False, False, False, False, False, False, True]",tensor,253
tf.raw_ops.AnonymousIteratorV3,"['output_types', 'output_shapes', 'name']","['tf.dtypes', 'ints', 'name']","[False, False, True]",tensor,135
tf.raw_ops.ResourceApplyPowerSign,"['var', 'm', 'lr', 'logbase', 'sign_decay', 'beta', 'grad', 'use_locking', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'name']","[False, False, False, False, False, False, False, True, True]",operation,427
tf.raw_ops.FractionalAvgPoolGrad,"['orig_input_tensor_shape', 'out_backprop', 'row_pooling_sequence', 'col_pooling_sequence', 'overlapping', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'bool', 'name']","[False, False, False, False, True, True]",tensor,386
tf.raw_ops.IteratorV2,"['shared_name', 'container', 'output_types', 'output_shapes', 'name']","['string', 'string', 'tf.dtypes', 'ints', 'name']","[False, False, False, False, True]",tensor,139
tf.raw_ops.Diag,"['diagonal', 'name']","['tensor', 'name']","[False, True]",tensor,325
tf.raw_ops.SquaredDifference,"['x', 'y', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,186
tf.raw_ops.MatrixSolve,"['matrix', 'rhs', 'adjoint', 'name']","['tensor', 'tensor', 'bool', 'name']","[False, False, True, True]",tensor,351
tf.raw_ops.ExperimentalLatencyStatsDataset,"['input_dataset', 'tag', 'output_types', 'output_shapes', 'name']","['tensor', 'tensor', 'tf.dtypes', 'ints', 'name']","[False, False, False, False, True]",tensor,173
tf.raw_ops.AnonymousIteratorV2,"['output_types', 'output_shapes', 'name']","['tf.dtypes', 'ints', 'name']","[False, False, True]",tensor,164
tf.raw_ops.Cos,"['x', 'name']","['tensor', 'name']","[False, True]",tensor,254
tf.raw_ops.ExperimentalDenseToSparseBatchDataset,"['input_dataset', 'batch_size', 'row_shape', 'output_types', 'output_shapes', 'name']","['tensor', 'tensor', 'tensor', 'tf.dtypes', 'ints', 'name']","[False, False, False, False, False, True]",tensor,256
tf.raw_ops.StackClose,"['handle', 'name']","['tensor', 'name']","[False, True]",operation,88
tf.raw_ops.TensorDataset,"['components', 'output_shapes', 'metadata', 'name']","['tensor', 'ints', 'string', 'name']","[False, False, True, True]",tensor,159
tf.raw_ops.QuantizeAndDequantizeV4Grad,"['gradients', 'input', 'input_min', 'input_max', 'axis', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'int', 'name']","[False, False, False, False, True, True]",tensor,269
tf.raw_ops.CollectiveInitializeCommunicator,"['group_key', 'rank', 'group_size', 'communication_hint', 'timeout_seconds', 'name']","['tensor', 'tensor', 'tensor', 'string', 'float', 'name']","[False, False, False, True, True, True]",tensor,169
tf.raw_ops.ExperimentalDatasetCardinality,"['input_dataset', 'name']","['tensor', 'name']","[False, True]",tensor,112
tf.raw_ops.LoadTPUEmbeddingProximalAdagradParameters,"['parameters', 'accumulators', 'num_shards', 'shard_id', 'table_id', 'table_name', 'config', 'name']","['tensor', 'tensor', 'int', 'int', 'int', 'string', 'string', 'name']","[False, False, False, False, True, True, True, True]",operation,259
tf.raw_ops.WholeFileReader,"['container', 'shared_name', 'name']","['string', 'string', 'name']","[True, True, True]",tensor,217
tf.raw_ops.MultiDeviceIteratorInit,"['dataset', 'multi_device_iterator', 'max_buffer_size', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",tensor,155
tf.raw_ops.InfeedEnqueuePrelinearizedBuffer,"['input', 'device_ordinal', 'name']","['tensor', 'int', 'name']","[False, True, True]",operation,158
tf.raw_ops.ParallelFilterDataset,"['input_dataset', 'other_arguments', 'num_parallel_calls', 'predicate', 'output_types', 'output_shapes', 'deterministic', 'metadata', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'tf.dtypes', 'ints', 'string', 'string', 'name']","[False, False, False, False, False, False, True, True, True]",tensor,420
tf.raw_ops.ResourceGather,"['resource', 'indices', 'dtype', 'batch_dims', 'validate_indices', 'name']","['tensor', 'tensor', 'tf.dtype', 'int', 'bool', 'name']","[False, False, False, True, True, True]",tensor,327
tf.raw_ops.RestoreV2,"['prefix', 'tensor_names', 'shape_and_slices', 'dtypes', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'name']","[False, False, False, False, True]",tensor,361
tf.raw_ops.StatelessRandomGammaV2,"['shape', 'seed', 'alpha', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",tensor,230
tf.raw_ops.QueueSizeV2,"['handle', 'name']","['tensor', 'name']","[False, True]",tensor,109
tf.raw_ops.FakeQuantWithMinMaxArgsGradient,"['gradients', 'inputs', 'min', 'max', 'num_bits', 'narrow_range', 'name']","['tensor', 'tensor', 'float', 'float', 'int', 'bool', 'name']","[False, False, True, True, True, True, True]",tensor,206
tf.raw_ops.MapPeek,"['key', 'indices', 'dtypes', 'capacity', 'memory_limit', 'container', 'shared_name', 'name']","['tensor', 'tensor', 'tf.dtypes', 'int', 'int', 'string', 'string', 'name']","[False, False, False, True, True, True, True, True]",tensor,254
tf.raw_ops.ApplyAddSign,"['var', 'm', 'lr', 'alpha', 'sign_decay', 'beta', 'grad', 'use_locking', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'name']","[False, False, False, False, False, False, False, True, True]",tensor,449
tf.raw_ops.Cholesky,"['input', 'name']","['tensor', 'name']","[False, True]",tensor,274
tf.raw_ops.FusedPadConv2D,"['input', 'paddings', 'filter', 'mode', 'strides', 'padding', 'name']","['tensor', 'tensor', 'tensor', 'string', 'ints', 'string', 'name']","[False, False, False, False, False, False, True]",tensor,449
tf.raw_ops.SpaceToDepth,"['input', 'block_size', 'data_format', 'name']","['tensor', 'int', 'string', 'name']","[False, False, True, True]",tensor,923
tf.raw_ops.RngSkip,"['resource', 'algorithm', 'delta', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",operation,193
tf.raw_ops.ShuffleDatasetV3,"['input_dataset', 'buffer_size', 'seed', 'seed2', 'seed_generator', 'output_types', 'output_shapes', 'reshuffle_each_iteration', 'metadata', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tf.dtypes', 'ints', 'bool', 'string', 'name']","[False, False, False, False, False, False, False, True, True, True]",tensor,234
tf.raw_ops.FresnelSin,"['x', 'name']","['tensor', 'name']","[False, True]",tensor,104
tf.raw_ops.BoostedTreesUpdateEnsembleV2,"['tree_ensemble_handle', 'feature_ids', 'dimension_ids', 'node_ids', 'gains', 'thresholds', 'left_node_contribs', 'right_node_contribs', 'split_types', 'max_depth', 'learning_rate', 'pruning_mode', 'logits_dimension', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'int', 'name']","[False, False, False, False, False, False, False, False, False, False, False, False, True, True]",operation,585
tf.raw_ops.StringSplitV2,"['input', 'sep', 'maxsplit', 'name']","['tensor', 'tensor', 'int', 'name']","[False, False, True, True]",tensor,478
tf.raw_ops.StridedSlice,"['input', 'begin', 'end', 'strides', 'begin_mask', 'end_mask', 'ellipsis_mask', 'new_axis_mask', 'shrink_axis_mask', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'int', 'int', 'tensor', 'tensor', 'int', 'name']","[False, False, False, False, True, True, True, True, True, True]",tensor,1833
tf.raw_ops.QueueSize,"['handle', 'name']","['tensor', 'name']","[False, True]",tensor,110
tf.raw_ops.Xlogy,"['x', 'y', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,172
tf.raw_ops.ImmutableConst,"['dtype', 'shape', 'memory_region_name', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",tensor,158
tf.raw_ops.SerializeManySparse,"['sparse_indices', 'sparse_values', 'sparse_shape', 'out_type', 'name']","['tensor', 'tensor', 'tensor', 'dtype', 'name']","[False, False, False, True, True]",tensor,308
tf.raw_ops.TakeManySparseFromTensorsMap,"['sparse_handles', 'dtype', 'container', 'shared_name', 'name']","['tensor', 'dtype', 'string', 'string', 'name']","[False, False, True, True, True]",tensor,569
tf.raw_ops.Cross,"['a', 'b', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,239
tf.raw_ops.IteratorToStringHandle,"['resource_handle', 'name']","['tensor', 'name']","[False, True]",tensor,112
tf.raw_ops.AnonymousIterator,"['output_types', 'output_shapes', 'name']","['tf.dtypes', 'ints', 'name']","[False, False, True]",tensor,135
tf.raw_ops.Add,"['x', 'y', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,222
tf.raw_ops.MatrixDiagPartV2,"['input', 'k', 'padding_value', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",tensor,953
tf.raw_ops.SparseMatrixMatMul,"['a', 'b', 'transpose_a', 'transpose_b', 'adjoint_a', 'adjoint_b', 'transpose_output', 'conjugate_output', 'name']","['tensor', 'tensor', 'bool', 'bool', 'bool', 'bool', 'bool', 'bool', 'name']","[False, False, True, True, True, True, True, True, True]",tensor,444
tf.raw_ops.EluGrad,"['gradients', 'outputs', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,165
tf.raw_ops.AutoShardDataset,"['input_dataset', 'num_workers', 'index', 'output_types', 'output_shapes', 'auto_shard_policy', 'num_replicas', 'name']","['tensor', 'tensor', 'tensor', 'tf.dtypes', 'ints', 'int', 'int', 'name']","[False, False, False, False, False, True, True, True]",tensor,327
tf.raw_ops.SparseSegmentSum,"['data', 'indices', 'segment_ids', 'sparse_gradient', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'name']","[False, False, False, True, True]",tensor,527
tf.raw_ops.ScatterNd,"['indices', 'updates', 'shape', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",tensor,1026
tf.raw_ops.TensorListSetItem,"['input_handle', 'index', 'item', 'resize_if_index_out_of_bounds', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'name']","[False, False, False, True, True]",tensor,198
tf.raw_ops.QuantizeAndDequantizeV3,"['input', 'input_min', 'input_max', 'num_bits', 'signed_input', 'range_given', 'narrow_range', 'axis', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'bool', 'bool', 'bool', 'int', 'name']","[False, False, False, False, True, True, True, True, True]",tensor,273
tf.raw_ops.CreateSummaryFileWriter,"['writer', 'logdir', 'max_queue', 'flush_millis', 'filename_suffix', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'name']","[False, False, False, False, False, True]",operation,135
tf.raw_ops.SparseMatrixSoftmaxGrad,"['softmax', 'grad_softmax', 'type', 'name']","['tensor', 'tensor', 'tf.dtype', 'name']","[False, False, False, True]",tensor,145
tf.raw_ops.SegmentProdV2,"['data', 'segment_ids', 'num_segments', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",tensor,608
tf.raw_ops.QueueEnqueueMany,"['handle', 'components', 'timeout_ms', 'name']","['tensor', 'tensor', 'int', 'name']","[False, False, True, True]",operation,270
tf.raw_ops.CudnnRNNV3,"['input', 'input_h', 'input_c', 'params', 'sequence_lengths', 'rnn_mode', 'input_mode', 'direction', 'dropout', 'seed', 'seed2', 'num_proj', 'is_training', 'time_major', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'string', 'string', 'string', 'float', 'int', 'int', 'int', 'bool', 'bool', 'name']","[False, False, False, False, False, True, True, True, True, True, True, True, True, True, True]",tensor,962
